记录年月,设备编号,设备类型,所属变电站,月平均负荷率,月最大负荷率,环境温度（℃）,油温（℃）,绕组温度（℃）,绝缘电阻（MΩ）,介质损耗角tanδ,局部放电量（pC）,SF6气体压力（MPa）,距离故障月份,故障时间,故障类型
2024-08-01,EQ-0397,断路器,成都高新35kV变电站,0.8804,1.1,29.3,,,9851.0,,,0.496,0,2024-08-31 21:13:00,机械故障
2024-06-01,EQ-0040,电力变压器,松山湖220kV变电站,0.7867,0.9682,30.9,76.9,95.1,8095.0,0.00388,5.0,,-3,2024-09-04 22:58:00,过热故障
2024-07-01,EQ-0040,电力变压器,松山湖220kV变电站,0.9082,1.1,36.6,90.3,111.0,9068.0,0.00405,15.5,,-2,2024-09-04 22:58:00,过热故障
2024-08-01,EQ-0040,电力变压器,松山湖220kV变电站,0.9509,1.1,40.8,92.4,113.0,5886.0,0.00458,6.5,,-1,2024-09-04 22:58:00,过热故障
2024-09-01,EQ-0040,电力变压器,松山湖220kV变电站,0.734,0.9147,31.0,74.0,91.7,10898.0,0.00393,10.7,,0,2024-09-04 22:58:00,过热故障
2024-06-01,EQ-0281,GIS组合电器,天津滨海220kV变电站,0.742,0.9708,25.5,72.1,91.1,8787.0,,5.0,0.5,-3,2024-09-08 06:06:00,局部放电
2024-07-01,EQ-0281,GIS组合电器,天津滨海220kV变电站,0.8392,0.9692,27.9,79.6,102.4,7764.0,,8.1,0.478,-2,2024-09-08 06:06:00,局部放电
2024-08-01,EQ-0281,GIS组合电器,天津滨海220kV变电站,0.9446,1.1,24.2,77.1,100.5,6411.0,,8.2,0.467,-1,2024-09-08 06:06:00,局部放电
2024-09-01,EQ-0281,GIS组合电器,天津滨海220kV变电站,0.7251,0.9549,19.7,62.6,78.7,10337.0,,12.2,0.424,0,2024-09-08 06:06:00,局部放电
2024-06-01,EQ-0120,隔离开关,张江110kV变电站,0.5742,0.7133,31.0,,,,,,,-3,2024-09-11 10:31:00,绝缘故障
2024-07-01,EQ-0120,隔离开关,张江110kV变电站,0.795,0.9903,33.9,,,,,,,-2,2024-09-11 10:31:00,绝缘故障
2024-08-01,EQ-0120,隔离开关,张江110kV变电站,0.7035,0.8827,32.3,,,,,,,-1,2024-09-11 10:31:00,绝缘故障
2024-09-01,EQ-0120,隔离开关,张江110kV变电站,0.5716,0.7294,28.7,,,,,,,0,2024-09-11 10:31:00,绝缘故障
2024-06-01,EQ-0025,电容器组,龙华220kV变电站,0.7179,0.9592,36.1,,,,0.00453,,,-3,2024-09-15 09:25:00,鼓肚渗油
2024-07-01,EQ-0025,电容器组,龙华220kV变电站,0.8496,1.0419,38.3,,,,0.00264,,,-2,2024-09-15 09:25:00,鼓肚渗油
2024-08-01,EQ-0025,电容器组,龙华220kV变电站,0.9446,1.1,38.9,,,,0.00384,,,-1,2024-09-15 09:25:00,鼓肚渗油
2024-09-01,EQ-0025,电容器组,龙华220kV变电站,0.6877,0.8555,29.5,,,,0.00375,,,0,2024-09-15 09:25:00,鼓肚渗油
2024-06-01,EQ-0292,避雷器,石家庄高新35kV变电站,0.5803,0.6984,26.7,,,,,,,-3,2024-09-16 22:37:00,瓷套破裂
2024-07-01,EQ-0292,避雷器,石家庄高新35kV变电站,0.6556,0.8103,27.8,,,,,,,-2,2024-09-16 22:37:00,瓷套破裂
2024-08-01,EQ-0292,避雷器,石家庄高新35kV变电站,0.7546,1.0072,31.1,,,,,,,-1,2024-09-16 22:37:00,瓷套破裂
2024-09-01,EQ-0292,避雷器,石家庄高新35kV变电站,0.5575,0.7436,21.4,,,,,,,0,2024-09-16 22:37:00,瓷套破裂
2024-06-01,EQ-0142,电容器组,临港110kV变电站,0.7331,0.9185,24.4,,,,0.00224,,,-3,2024-09-25 10:40:00,外力因素
2024-07-01,EQ-0142,电容器组,临港110kV变电站,0.8532,1.0968,30.0,,,,0.00499,,,-2,2024-09-25 10:40:00,外力因素
2024-08-01,EQ-0142,电容器组,临港110kV变电站,0.8655,1.1,32.6,,,,0.00566,,,-1,2024-09-25 10:40:00,外力因素
2024-09-01,EQ-0142,电容器组,临港110kV变电站,0.6499,0.7668,25.1,,,,0.00565,,,0,2024-09-25 10:40:00,外力因素
2024-06-01,EQ-0380,隔离开关,重庆两江220kV变电站,0.608,0.7539,30.3,,,,,,,-3,2024-09-25 13:38:00,机械故障
2024-07-01,EQ-0380,隔离开关,重庆两江220kV变电站,0.7328,0.8604,33.7,,,,,,,-2,2024-09-25 13:38:00,机械故障
2024-08-01,EQ-0380,隔离开关,重庆两江220kV变电站,0.7947,0.9986,32.5,,,,,,,-1,2024-09-25 13:38:00,机械故障
2024-09-01,EQ-0380,隔离开关,重庆两江220kV变电站,0.6373,0.8093,29.6,,,,,,,0,2024-09-25 13:38:00,机械故障
2024-07-01,EQ-0081,电容器组,南沙110kV变电站,0.8347,0.9719,36.8,,,,0.00438,,,-3,2024-10-01 02:39:00,鼓肚渗油
2024-08-01,EQ-0081,电容器组,南沙110kV变电站,0.779,1.0067,34.9,,,,0.00241,,,-2,2024-10-01 02:39:00,鼓肚渗油
2024-09-01,EQ-0081,电容器组,南沙110kV变电站,0.6575,0.8456,32.1,,,,0.00631,,,-1,2024-10-01 02:39:00,鼓肚渗油
2024-10-01,EQ-0081,电容器组,南沙110kV变电站,0.5673,0.754,22.1,,,,0.00314,,,0,2024-10-01 02:39:00,鼓肚渗油
2024-07-01,EQ-0292,避雷器,石家庄高新35kV变电站,0.6556,0.8103,27.8,,,,,,,-3,2024-10-03 00:48:00,阀片劣化
2024-08-01,EQ-0292,避雷器,石家庄高新35kV变电站,0.7546,1.0072,31.1,,,,,,,-2,2024-10-03 00:48:00,阀片劣化
2024-09-01,EQ-0292,避雷器,石家庄高新35kV变电站,0.5575,0.7436,21.4,,,,,,,-1,2024-10-03 00:48:00,阀片劣化
2024-10-01,EQ-0292,避雷器,石家庄高新35kV变电站,0.5085,0.6406,18.8,,,,,,,0,2024-10-03 00:48:00,阀片劣化
2024-07-01,EQ-0131,电力变压器,临港110kV变电站,0.6459,0.7506,34.9,72.8,91.5,10776.0,0.00562,2.7,,-3,2024-10-04 20:19:00,保护动作
2024-08-01,EQ-0131,电力变压器,临港110kV变电站,0.6922,0.8411,30.8,67.7,87.5,9662.0,0.00404,2.4,,-2,2024-10-04 20:19:00,保护动作
2024-09-01,EQ-0131,电力变压器,临港110kV变电站,0.5514,0.6785,24.9,65.5,83.1,9451.0,0.00237,9.3,,-1,2024-10-04 20:19:00,保护动作
2024-10-01,EQ-0131,电力变压器,临港110kV变电站,0.4295,0.5148,23.0,57.8,71.0,7748.0,0.00363,9.0,,0,2024-10-04 20:19:00,保护动作
2024-07-01,EQ-0242,断路器,通州35kV变电站,0.9075,1.1,28.6,,,8782.0,,,0.447,-3,2024-10-07 09:23:00,拒动/误动
2024-08-01,EQ-0242,断路器,通州35kV变电站,0.9496,1.1,27.7,,,9240.0,,,0.515,-2,2024-10-07 09:23:00,拒动/误动
2024-09-01,EQ-0242,断路器,通州35kV变电站,0.7681,0.945,21.7,,,10346.0,,,0.531,-1,2024-10-07 09:23:00,拒动/误动
2024-10-01,EQ-0242,断路器,通州35kV变电站,0.7068,0.8332,19.0,,,7056.0,,,0.44,0,2024-10-07 09:23:00,拒动/误动
2024-07-01,EQ-0316,断路器,江夏35kV变电站,0.8952,1.1,32.4,,,8219.0,,,0.456,-3,2024-10-13 19:11:00,机械故障
2024-08-01,EQ-0316,断路器,江夏35kV变电站,0.951,1.1,30.8,,,9878.0,,,0.495,-2,2024-10-13 19:11:00,机械故障
2024-09-01,EQ-0316,断路器,江夏35kV变电站,0.7991,0.9354,26.9,,,8907.0,,,0.454,-1,2024-10-13 19:11:00,机械故障
2024-10-01,EQ-0316,断路器,江夏35kV变电站,0.6537,0.8571,16.6,,,6440.0,,,0.484,0,2024-10-13 19:11:00,机械故障
2024-07-01,EQ-0423,避雷器,沈阳浑南110kV变电站,0.7299,0.9614,24.7,,,,,,,-3,2024-10-20 15:04:00,密封失效
2024-08-01,EQ-0423,避雷器,沈阳浑南110kV变电站,0.7539,0.9209,22.9,,,,,,,-2,2024-10-20 15:04:00,密封失效
2024-09-01,EQ-0423,避雷器,沈阳浑南110kV变电站,0.6088,0.7218,22.8,,,,,,,-1,2024-10-20 15:04:00,密封失效
2024-10-01,EQ-0423,避雷器,沈阳浑南110kV变电站,0.5321,0.709,12.3,,,,,,,0,2024-10-20 15:04:00,密封失效
2024-07-01,EQ-0011,断路器,龙华220kV变电站,0.661,0.8723,37.8,,,7729.0,,,0.47,-3,2024-10-23 13:01:00,过热故障
2024-08-01,EQ-0011,断路器,龙华220kV变电站,0.68,0.8055,35.2,,,6997.0,,,0.46,-2,2024-10-23 13:01:00,过热故障
2024-09-01,EQ-0011,断路器,龙华220kV变电站,0.5935,0.7062,29.3,,,9539.0,,,0.442,-1,2024-10-23 13:01:00,过热故障
2024-10-01,EQ-0011,断路器,龙华220kV变电站,0.4542,0.6019,19.9,,,7470.0,,,0.463,0,2024-10-23 13:01:00,过热故障
2024-07-01,EQ-0302,断路器,武昌110kV变电站,0.6795,0.8222,32.8,,,6837.0,,,0.507,-3,2024-10-23 15:43:00,机械故障
2024-08-01,EQ-0302,断路器,武昌110kV变电站,0.7963,1.0387,31.0,,,9375.0,,,0.492,-2,2024-10-23 15:43:00,机械故障
2024-09-01,EQ-0302,断路器,武昌110kV变电站,0.6395,0.7502,22.5,,,6966.0,,,0.459,-1,2024-10-23 15:43:00,机械故障
2024-10-01,EQ-0302,断路器,武昌110kV变电站,0.4828,0.5558,16.7,,,10741.0,,,0.456,0,2024-10-23 15:43:00,机械故障
2024-08-01,EQ-0427,电力变压器,大连开发区35kV变电站,0.7646,1.024,26.3,77.3,100.2,7695.0,0.00446,11.8,,-3,2024-11-05 19:39:00,过热故障
2024-09-01,EQ-0427,电力变压器,大连开发区35kV变电站,0.6212,0.761,22.9,63.2,74.8,7259.0,0.00576,2.5,,-2,2024-11-05 19:39:00,过热故障
2024-10-01,EQ-0427,电力变压器,大连开发区35kV变电站,0.5194,0.6645,14.4,55.2,74.3,5876.0,0.00564,3.0,,-1,2024-11-05 19:39:00,过热故障
2024-11-01,EQ-0427,电力变压器,大连开发区35kV变电站,0.55,0.7085,3.4,38.1,54.3,7154.0,0.00287,7.1,,0,2024-11-05 19:39:00,过热故障
2024-08-01,EQ-0349,断路器,武侯110kV变电站,0.6933,0.8759,31.0,,,8044.0,,,0.452,-3,2024-11-07 18:11:00,过热故障
2024-09-01,EQ-0349,断路器,武侯110kV变电站,0.5692,0.7422,25.1,,,8290.0,,,0.536,-2,2024-11-07 18:11:00,过热故障
2024-10-01,EQ-0349,断路器,武侯110kV变电站,0.4737,0.6131,21.4,,,11259.0,,,0.459,-1,2024-11-07 18:11:00,过热故障
2024-11-01,EQ-0349,断路器,武侯110kV变电站,0.4699,0.5645,14.6,,,9557.0,,,0.46,0,2024-11-07 18:11:00,过热故障
2024-08-01,EQ-0156,断路器,苏州工业园220kV变电站,0.6686,0.8642,30.9,,,8197.0,,,0.533,-3,2024-11-11 00:06:00,绝缘故障
2024-09-01,EQ-0156,断路器,苏州工业园220kV变电站,0.4998,0.6616,27.1,,,10487.0,,,0.445,-2,2024-11-11 00:06:00,绝缘故障
2024-10-01,EQ-0156,断路器,苏州工业园220kV变电站,0.4633,0.5941,20.3,,,6874.0,,,0.474,-1,2024-11-11 00:06:00,绝缘故障
2024-11-01,EQ-0156,断路器,苏州工业园220kV变电站,0.4663,0.6022,14.8,,,9361.0,,,0.478,0,2024-11-11 00:06:00,绝缘故障
2024-08-01,EQ-0051,隔离开关,松山湖220kV变电站,0.9473,1.1,41.1,,,,,,,-3,2024-11-12 08:16:00,接触不良
2024-09-01,EQ-0051,隔离开关,松山湖220kV变电站,0.7259,0.9304,31.4,,,,,,,-2,2024-11-12 08:16:00,接触不良
2024-10-01,EQ-0051,隔离开关,松山湖220kV变电站,0.5901,0.7772,25.4,,,,,,,-1,2024-11-12 08:16:00,接触不良
2024-11-01,EQ-0051,隔离开关,松山湖220kV变电站,0.6205,0.802,17.4,,,,,,,0,2024-11-12 08:16:00,接触不良
2024-08-01,EQ-0299,断路器,武昌110kV变电站,0.9186,1.1,30.3,,,7896.0,,,0.491,-3,2024-11-13 20:55:00,拒动/误动
2024-09-01,EQ-0299,断路器,武昌110kV变电站,0.7272,0.8842,24.2,,,9678.0,,,0.489,-2,2024-11-13 20:55:00,拒动/误动
2024-10-01,EQ-0299,断路器,武昌110kV变电站,0.5801,0.725,16.0,,,10652.0,,,0.508,-1,2024-11-13 20:55:00,拒动/误动
2024-11-01,EQ-0299,断路器,武昌110kV变电站,0.5379,0.6927,11.9,,,9231.0,,,0.53,0,2024-11-13 20:55:00,拒动/误动
2024-08-01,EQ-0214,避雷器,昆山35kV变电站,0.9154,1.1,32.7,,,,,,,-3,2024-11-14 12:27:00,接地故障
2024-09-01,EQ-0214,避雷器,昆山35kV变电站,0.6094,0.7047,27.7,,,,,,,-2,2024-11-14 12:27:00,接地故障
2024-10-01,EQ-0214,避雷器,昆山35kV变电站,0.5637,0.7555,20.5,,,,,,,-1,2024-11-14 12:27:00,接地故障
2024-11-01,EQ-0214,避雷器,昆山35kV变电站,0.5541,0.692,11.8,,,,,,,0,2024-11-14 12:27:00,接地故障
2024-08-01,EQ-0199,避雷器,杭州滨江110kV变电站,0.8791,1.1,31.0,,,,,,,-3,2024-11-16 00:00:00,阀片劣化
2024-09-01,EQ-0199,避雷器,杭州滨江110kV变电站,0.6649,0.8022,27.0,,,,,,,-2,2024-11-16 00:00:00,阀片劣化
2024-10-01,EQ-0199,避雷器,杭州滨江110kV变电站,0.6139,0.789,20.9,,,,,,,-1,2024-11-16 00:00:00,阀片劣化
2024-11-01,EQ-0199,避雷器,杭州滨江110kV变电站,0.6209,0.7932,14.4,,,,,,,0,2024-11-16 00:00:00,阀片劣化
2024-08-01,EQ-0291,电容器组,石家庄高新35kV变电站,0.9731,1.1,24.7,,,,0.00526,,,-3,2024-11-17 07:21:00,鼓肚渗油
2024-09-01,EQ-0291,电容器组,石家庄高新35kV变电站,0.7066,0.9475,22.1,,,,0.00628,,,-2,2024-11-17 07:21:00,鼓肚渗油
2024-10-01,EQ-0291,电容器组,石家庄高新35kV变电站,0.5917,0.7893,15.2,,,,0.00576,,,-1,2024-11-17 07:21:00,鼓肚渗油
2024-11-01,EQ-0291,电容器组,石家庄高新35kV变电站,0.6304,0.7767,6.1,,,,0.00378,,,0,2024-11-17 07:21:00,鼓肚渗油
2024-08-01,EQ-0435,电容器组,大连开发区35kV变电站,0.7175,0.8718,23.9,,,,0.00639,,,-3,2024-11-18 22:21:00,保护动作
2024-09-01,EQ-0435,电容器组,大连开发区35kV变电站,0.5862,0.7357,19.4,,,,0.00682,,,-2,2024-11-18 22:21:00,保护动作
2024-10-01,EQ-0435,电容器组,大连开发区35kV变电站,0.4735,0.6367,10.7,,,,0.00355,,,-1,2024-11-18 22:21:00,保护动作
2024-11-01,EQ-0435,电容器组,大连开发区35kV变电站,0.4811,0.6204,2.8,,,,0.00282,,,0,2024-11-18 22:21:00,保护动作
2024-08-01,EQ-0177,避雷器,苏州工业园220kV变电站,0.6874,0.836,29.4,,,,,,,-3,2024-11-22 04:32:00,阀片劣化
2024-09-01,EQ-0177,避雷器,苏州工业园220kV变电站,0.6133,0.7157,26.0,,,,,,,-2,2024-11-22 04:32:00,阀片劣化
2024-10-01,EQ-0177,避雷器,苏州工业园220kV变电站,0.5359,0.6516,19.0,,,,,,,-1,2024-11-22 04:32:00,阀片劣化
2024-11-01,EQ-0177,避雷器,苏州工业园220kV变电站,0.5208,0.6531,10.2,,,,,,,0,2024-11-22 04:32:00,阀片劣化
2024-08-01,EQ-0109,电力变压器,张江110kV变电站,0.9155,1.0831,31.8,82.5,104.0,6482.0,0.00472,9.2,,-3,2024-11-26 15:19:00,过热故障
2024-09-01,EQ-0109,电力变压器,张江110kV变电站,0.7289,0.9551,28.6,69.2,86.7,11706.0,0.00389,3.9,,-2,2024-11-26 15:19:00,过热故障
2024-10-01,EQ-0109,电力变压器,张江110kV变电站,0.6025,0.7174,18.8,57.7,76.4,6627.0,0.00313,5.9,,-1,2024-11-26 15:19:00,过热故障
2024-11-01,EQ-0109,电力变压器,张江110kV变电站,0.6086,0.8176,10.1,55.3,72.2,7023.0,0.00618,12.8,,0,2024-11-26 15:19:00,过热故障
2024-09-01,EQ-0090,断路器,前海110kV变电站,0.6847,0.9172,31.2,,,10648.0,,,0.505,-3,2024-12-01 21:55:00,拒动/误动
2024-10-01,EQ-0090,断路器,前海110kV变电站,0.5429,0.644,26.8,,,9459.0,,,0.482,-2,2024-12-01 21:55:00,拒动/误动
2024-11-01,EQ-0090,断路器,前海110kV变电站,0.5101,0.6115,13.3,,,12763.0,,,0.503,-1,2024-12-01 21:55:00,拒动/误动
2024-12-01,EQ-0090,断路器,前海110kV变电站,0.7128,0.8647,9.5,,,8081.0,,,0.51,0,2024-12-01 21:55:00,拒动/误动
2024-09-01,EQ-0210,电容器组,昆山35kV变电站,0.6638,0.7942,24.4,,,,0.00444,,,-3,2024-12-04 05:38:00,保护动作
2024-10-01,EQ-0210,电容器组,昆山35kV变电站,0.5454,0.6446,23.8,,,,0.00492,,,-2,2024-12-04 05:38:00,保护动作
2024-11-01,EQ-0210,电容器组,昆山35kV变电站,0.5981,0.7013,13.2,,,,0.00362,,,-1,2024-12-04 05:38:00,保护动作
2024-12-01,EQ-0210,电容器组,昆山35kV变电站,0.6464,0.7784,7.4,,,,0.0059,,,0,2024-12-04 05:38:00,保护动作
2024-09-01,EQ-0005,电力变压器,龙华220kV变电站,0.6547,0.854,34.7,73.8,90.4,7915.0,0.0042,5.5,,-3,2024-12-13 13:19:00,过热故障
2024-10-01,EQ-0005,电力变压器,龙华220kV变电站,0.4973,0.6528,26.9,63.7,77.1,8624.0,0.00734,16.6,,-2,2024-12-13 13:19:00,过热故障
2024-11-01,EQ-0005,电力变压器,龙华220kV变电站,0.5701,0.6689,14.1,60.2,78.7,8041.0,0.00636,15.6,,-1,2024-12-13 13:19:00,过热故障
2024-12-01,EQ-0005,电力变压器,龙华220kV变电站,0.5901,0.7474,10.6,47.8,62.1,7443.0,0.00605,14.3,,0,2024-12-13 13:19:00,过热故障
2024-09-01,EQ-0286,断路器,石家庄高新35kV变电站,0.6419,0.7712,23.5,,,8944.0,,,0.49,-3,2024-12-21 04:57:00,机械故障
2024-10-01,EQ-0286,断路器,石家庄高新35kV变电站,0.5076,0.6389,10.7,,,9758.0,,,0.469,-2,2024-12-21 04:57:00,机械故障
2024-11-01,EQ-0286,断路器,石家庄高新35kV变电站,0.4817,0.6277,7.7,,,7963.0,,,0.508,-1,2024-12-21 04:57:00,机械故障
2024-12-01,EQ-0286,断路器,石家庄高新35kV变电站,0.5684,0.7195,1.8,,,9618.0,,,0.425,0,2024-12-21 04:57:00,机械故障
2024-09-01,EQ-0095,隔离开关,前海110kV变电站,0.6583,0.884,32.7,,,,,,,-3,2024-12-23 14:46:00,外力因素
2024-10-01,EQ-0095,隔离开关,前海110kV变电站,0.5648,0.7152,24.8,,,,,,,-2,2024-12-23 14:46:00,外力因素
2024-11-01,EQ-0095,隔离开关,前海110kV变电站,0.571,0.7579,16.6,,,,,,,-1,2024-12-23 14:46:00,外力因素
2024-12-01,EQ-0095,隔离开关,前海110kV变电站,0.6661,0.8931,14.3,,,,,,,0,2024-12-23 14:46:00,外力因素
2024-09-01,EQ-0287,隔离开关,石家庄高新35kV变电站,0.5634,0.7439,22.3,,,,,,,-3,2024-12-28 20:30:00,外力因素
2024-10-01,EQ-0287,隔离开关,石家庄高新35kV变电站,0.4978,0.579,16.5,,,,,,,-2,2024-12-28 20:30:00,外力因素
2024-11-01,EQ-0287,隔离开关,石家庄高新35kV变电站,0.5301,0.6942,6.2,,,,,,,-1,2024-12-28 20:30:00,外力因素
2024-12-01,EQ-0287,隔离开关,石家庄高新35kV变电站,0.5353,0.716,1.2,,,,,,,0,2024-12-28 20:30:00,外力因素
2024-09-01,EQ-0271,电容器组,天津滨海220kV变电站,0.6162,0.7607,23.6,,,,0.00289,,,-3,2024-12-31 12:36:00,绝缘击穿
2024-10-01,EQ-0271,电容器组,天津滨海220kV变电站,0.5238,0.6485,13.6,,,,0.00601,,,-2,2024-12-31 12:36:00,绝缘击穿
2024-11-01,EQ-0271,电容器组,天津滨海220kV变电站,0.532,0.6988,9.3,,,,0.00258,,,-1,2024-12-31 12:36:00,绝缘击穿
2024-12-01,EQ-0271,电容器组,天津滨海220kV变电站,0.5785,0.6982,4.4,,,,0.00328,,,0,2024-12-31 12:36:00,绝缘击穿
2024-10-01,EQ-0179,GIS组合电器,苏州工业园220kV变电站,0.5338,0.6607,20.1,51.5,70.6,9474.0,,12.1,0.521,-3,2025-01-07 22:45:00,机械故障
2024-11-01,EQ-0179,GIS组合电器,苏州工业园220kV变电站,0.606,0.7494,11.6,53.8,76.0,6105.0,,11.4,0.459,-2,2025-01-07 22:45:00,机械故障
2024-12-01,EQ-0179,GIS组合电器,苏州工业园220kV变电站,0.7049,0.8728,3.4,44.6,67.6,6698.0,,15.4,0.45,-1,2025-01-07 22:45:00,机械故障
2025-01-01,EQ-0179,GIS组合电器,苏州工业园220kV变电站,0.6785,0.8399,6.1,53.6,70.8,7092.0,,4.8,0.473,0,2025-01-07 22:45:00,机械故障
2024-10-01,EQ-0138,隔离开关,临港110kV变电站,0.4611,0.553,19.8,,,,,,,-3,2025-01-08 16:18:00,绝缘故障
2024-11-01,EQ-0138,隔离开关,临港110kV变电站,0.5127,0.6594,11.7,,,,,,,-2,2025-01-08 16:18:00,绝缘故障
2024-12-01,EQ-0138,隔离开关,临港110kV变电站,0.5317,0.6564,8.7,,,,,,,-1,2025-01-08 16:18:00,绝缘故障
2025-01-01,EQ-0138,隔离开关,临港110kV变电站,0.5182,0.6313,5.6,,,,,,,0,2025-01-08 16:18:00,绝缘故障
2024-10-01,EQ-0271,电容器组,天津滨海220kV变电站,0.5238,0.6485,13.6,,,,0.00601,,,-3,2025-01-10 12:36:00,接线故障
2024-11-01,EQ-0271,电容器组,天津滨海220kV变电站,0.532,0.6988,9.3,,,,0.00258,,,-2,2025-01-10 12:36:00,接线故障
2024-12-01,EQ-0271,电容器组,天津滨海220kV变电站,0.5785,0.6982,4.4,,,,0.00328,,,-1,2025-01-10 12:36:00,接线故障
2025-01-01,EQ-0271,电容器组,天津滨海220kV变电站,0.6305,0.7366,5.9,,,,0.00343,,,0,2025-01-10 12:36:00,接线故障
2024-10-01,EQ-0404,电容器组,成都高新35kV变电站,0.635,0.7593,21.0,,,,0.0037,,,-3,2025-01-11 00:26:00,鼓肚渗油
2024-11-01,EQ-0404,电容器组,成都高新35kV变电站,0.7192,0.8715,13.7,,,,0.00382,,,-2,2025-01-11 00:26:00,鼓肚渗油
2024-12-01,EQ-0404,电容器组,成都高新35kV变电站,0.7236,0.8678,8.0,,,,0.00349,,,-1,2025-01-11 00:26:00,鼓肚渗油
2025-01-01,EQ-0404,电容器组,成都高新35kV变电站,0.6752,0.7779,4.4,,,,0.00514,,,0,2025-01-11 00:26:00,鼓肚渗油
2024-10-01,EQ-0129,电力变压器,临港110kV变电站,0.4446,0.5915,22.2,57.6,70.3,13044.0,0.00277,10.5,,-3,2025-01-13 14:51:00,过热故障
2024-11-01,EQ-0129,电力变压器,临港110kV变电站,0.4855,0.5917,14.4,52.1,65.5,9375.0,0.0029,4.6,,-2,2025-01-13 14:51:00,过热故障
2024-12-01,EQ-0129,电力变压器,临港110kV变电站,0.5344,0.6898,5.0,45.1,61.4,12031.0,0.00321,8.6,,-1,2025-01-13 14:51:00,过热故障
2025-01-01,EQ-0129,电力变压器,临港110kV变电站,0.5111,0.6408,6.8,50.3,62.1,10972.0,0.0033,15.7,,0,2025-01-13 14:51:00,过热故障
2024-10-01,EQ-0086,GIS组合电器,南沙110kV变电站,0.5429,0.7132,24.0,63.9,79.9,11154.0,,6.5,0.444,-3,2025-01-19 11:16:00,绝缘故障
2024-11-01,EQ-0086,GIS组合电器,南沙110kV变电站,0.5639,0.7241,19.6,54.6,71.2,8340.0,,3.4,0.47,-2,2025-01-19 11:16:00,绝缘故障
2024-12-01,EQ-0086,GIS组合电器,南沙110kV变电站,0.6486,0.7796,10.8,50.2,68.8,13279.0,,4.8,0.461,-1,2025-01-19 11:16:00,绝缘故障
2025-01-01,EQ-0086,GIS组合电器,南沙110kV变电站,0.6927,0.9029,8.6,51.4,67.4,9286.0,,10.3,0.444,0,2025-01-19 11:16:00,绝缘故障
2024-10-01,EQ-0063,避雷器,松山湖220kV变电站,0.5269,0.6714,25.7,,,,,,,-3,2025-01-24 07:11:00,瓷套破裂
2024-11-01,EQ-0063,避雷器,松山湖220kV变电站,0.4906,0.581,13.8,,,,,,,-2,2025-01-24 07:11:00,瓷套破裂
2024-12-01,EQ-0063,避雷器,松山湖220kV变电站,0.559,0.7098,9.5,,,,,,,-1,2025-01-24 07:11:00,瓷套破裂
2025-01-01,EQ-0063,避雷器,松山湖220kV变电站,0.5936,0.7916,8.2,,,,,,,0,2025-01-24 07:11:00,瓷套破裂
2024-11-01,EQ-0046,断路器,松山湖220kV变电站,0.5786,0.6868,16.8,,,8323.0,,,0.505,-3,2025-02-12 01:09:00,绝缘故障
2024-12-01,EQ-0046,断路器,松山湖220kV变电站,0.7166,0.8673,10.7,,,10810.0,,,0.515,-2,2025-02-12 01:09:00,绝缘故障
2025-01-01,EQ-0046,断路器,松山湖220kV变电站,0.7088,0.849,11.6,,,8753.0,,,0.486,-1,2025-02-12 01:09:00,绝缘故障
2025-02-01,EQ-0046,断路器,松山湖220kV变电站,0.6287,0.7353,11.2,,,9417.0,,,0.532,0,2025-02-12 01:09:00,绝缘故障
2024-11-01,EQ-0121,电容器组,张江110kV变电站,0.6207,0.8273,11.4,,,,0.00261,,,-3,2025-02-12 02:36:00,鼓肚渗油
2024-12-01,EQ-0121,电容器组,张江110kV变电站,0.7054,0.8236,5.8,,,,0.0042,,,-2,2025-02-12 02:36:00,鼓肚渗油
2025-01-01,EQ-0121,电容器组,张江110kV变电站,0.6056,0.8013,9.0,,,,0.00404,,,-1,2025-02-12 02:36:00,鼓肚渗油
2025-02-01,EQ-0121,电容器组,张江110kV变电站,0.6031,0.7116,8.7,,,,0.00677,,,0,2025-02-12 02:36:00,鼓肚渗油
2024-11-01,EQ-0135,断路器,临港110kV变电站,0.516,0.617,10.5,,,11812.0,,,0.459,-3,2025-02-13 01:30:00,外力因素
2024-12-01,EQ-0135,断路器,临港110kV变电站,0.5704,0.7311,4.9,,,7625.0,,,0.5,-2,2025-02-13 01:30:00,外力因素
2025-01-01,EQ-0135,断路器,临港110kV变电站,0.5926,0.7419,3.0,,,8012.0,,,0.496,-1,2025-02-13 01:30:00,外力因素
2025-02-01,EQ-0135,断路器,临港110kV变电站,0.4968,0.5721,6.8,,,11943.0,,,0.448,0,2025-02-13 01:30:00,外力因素
2024-11-01,EQ-0262,断路器,天津滨海220kV变电站,0.5135,0.6366,3.4,,,9773.0,,,0.443,-3,2025-02-13 07:18:00,绝缘故障
2024-12-01,EQ-0262,断路器,天津滨海220kV变电站,0.6243,0.8345,-0.7,,,8004.0,,,0.516,-2,2025-02-13 07:18:00,绝缘故障
2025-01-01,EQ-0262,断路器,天津滨海220kV变电站,0.5094,0.6371,1.4,,,7137.0,,,0.492,-1,2025-02-13 07:18:00,绝缘故障
2025-02-01,EQ-0262,断路器,天津滨海220kV变电站,0.5405,0.6558,2.9,,,9697.0,,,0.467,0,2025-02-13 07:18:00,绝缘故障
