设备编号,设备名称,设备类型,电压等级,所属变电站,所属区域,制造商,投运日期,设计寿命（年）,已运行年限,额定参数,运行状态,年龄风险原始,故障次数,累计修复时间,严重故障次数,严重故障占比,故障风险原始,MTTR(h),MTBF(h),设备可用率,平均巡检评分,巡检次数,缺陷次数,缺陷率,检修次数,平均延期天数,延期次数,延期率,平均负荷率,最大负荷率,平均油温,绝缘电阻,故障风险得分,可靠性得分,运行状态得分,巡检状态得分,检修状态得分,基础风险得分,健康评分,健康等级
EQ-0163,苏州工业园220kV_隔离开关_02,隔离开关,220kV,苏州工业园220kV变电站,华东,长征电气,2007-07-21,30,19,rated_current_a=1787.5,带病运行,0.6333333333333333,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,84.19753086419753,81,11,0.13580246913580246,11,8.272727272727273,5,0.45454545454545453,0.5099463414634147,0.6360414634146342,58.81707317073171,9012.036585365855,100.0,96.78870235099855,62.71699653492791,71.72839506172839,18.181818181818187,45.93175853018373,74.07175670764474,良
EQ-0109,张江110kV_电力变压器_03,电力变压器,110kV,张江110kV变电站,华东,ABB,2010-04-16,30,16,rated_capacity_mva=47.8; rated_current_a=161.9,正常运行,0.5333333333333333,1.0,1.7,0.0,0.0,1.0,1.7,29518.3,0.9999424119241193,86.03142857142856,35,5,0.14285714285714285,10,0.6,1,0.1,0.6648292682926829,0.8142268292682926,61.30731707317073,8355.90243902439,100.0,99.74632688177303,22.231810732514486,71.58714285714285,82.0,56.955380577427825,74.02923700917171,良
EQ-0222,亦庄110kV_断路器_05,断路器,110kV,亦庄110kV变电站,华北,河南森源,2009-10-16,25,17,rated_current_a=3640.5; breaking_capacity_ka=32.6,正常运行,0.68,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,86.37567567567568,37,7,0.1891891891891892,11,5.545454545454546,4,0.36363636363636365,0.489919512195122,0.6132341463414634,58.81707317073171,8308.707317073171,100.0,96.78870235099855,61.97551741069553,64.80945945945946,34.54545454545455,40.78740157480316,74.0075484832835,良
EQ-0318,江夏35kV_断路器_03,断路器,35kV,江夏35kV变电站,华中,平高电气,2009-03-11,25,17,rated_current_a=1312.4; breaking_capacity_ka=44.4,检修停运,0.68,1.0,14.9,0.0,0.0,1.0,14.9,29505.1,0.9994952574525745,86.53999999999999,40,5,0.125,9,3.111111111111111,3,0.3333333333333333,0.5285975609756097,0.6626560975609757,58.81707317073171,8462.585365853658,100.0,94.19284438737378,54.55557727281131,74.52,40.0,40.78740157480316,74.00642448951733,良
EQ-0251,通州35kV_避雷器_03,避雷器,35kV,通州35kV变电站,华北,西门子,2013-11-09,20,13,rated_voltage_kv=101.5,正常运行,0.65,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,86.72564102564102,39,3,0.07692307692307693,12,4.666666666666667,4,0.3333333333333333,0.5900853658536586,0.7428853658536586,58.81707317073171,9012.036585365855,100.0,96.78870235099855,44.73433470971171,81.82435897435897,40.0,44.094488188976385,73.98771007719355,良
EQ-0201,昆山35kV_电力变压器_01,电力变压器,35kV,昆山35kV变电站,华东,西门子,2004-06-05,30,22,rated_capacity_mva=119.4; rated_current_a=152.6,正常运行,0.7333333333333333,1.0,5.8,0.0,0.0,1.0,5.8,29514.2,0.9998035230352303,82.51124999999999,80,16,0.2,9,0.0,0,0.0,0.5896536585365854,0.7314951219512195,60.69512195121951,7590.682926829269,100.0,98.02138156154297,33.13719057721298,61.255624999999995,100.0,34.90813648293965,73.91087182604517,良
EQ-0219,亦庄110kV_断路器_02,断路器,110kV,亦庄110kV变电站,华北,平高电气,2014-02-16,25,12,rated_current_a=3408.6; breaking_capacity_ka=36.3,正常运行,0.48,1.0,5.0,0.0,0.0,1.0,5.0,29515.0,0.9998306233062331,87.45641025641027,39,6,0.15384615384615385,10,4.6,2,0.2,0.6705634146341463,0.8298926829268292,58.81707317073171,9190.853658536585,100.0,98.3579562581732,29.704080222413115,70.65128205128205,64.0,62.83464566929135,73.89356417073871,良
EQ-0191,杭州滨江110kV_隔离开关_02,隔离开关,220kV,杭州滨江110kV变电站,华东,新东北电气,2010-09-02,30,16,rated_current_a=1533.6,正常运行,0.5333333333333333,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,85.59625,80,14,0.175,12,4.083333333333333,2,0.16666666666666666,0.6463707317073171,0.7942878048780488,58.81707317073171,9012.036585365855,100.0,96.78870235099855,34.1834408533017,66.548125,70.0,56.955380577427825,73.87218544860283,良
EQ-0042,松山湖220kV_电力变压器_04,电力变压器,220kV,松山湖220kV变电站,华南,特变电工,2015-06-25,30,11,rated_capacity_mva=114.1; rated_current_a=177.2,正常运行,0.36666666666666664,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,86.72179487179487,78,9,0.11538461538461539,10,4.2,3,0.3,0.631470731707317,0.7928975609756098,64.44878048780488,9318.170731707318,100.0,96.78870235099855,29.763980469237183,76.05320512820512,46.00000000000001,75.32808398950132,73.85132573222806,良
EQ-0081,南沙110kV_电容器组_02,电容器组,35kV,南沙110kV变电站,华南,九州电气,2016-07-08,20,10,rated_capacity_mvar=27.9,正常运行,0.5,1.0,24.9,1.0,1.0,3.0,24.9,29495.1,0.9991565040650406,87.20270270270271,37,2,0.05405405405405406,11,2.5454545454545454,1,0.09090909090909091,0.6141121951219513,0.7593926829268293,58.81707317073171,9012.036585365855,81.81818181818181,89.9856606794956,40.708464013086335,85.49324324324324,83.63636363636364,60.629921259842526,73.84398536916895,良
EQ-0116,张江110kV_隔离开关_01,隔离开关,110kV,张江110kV变电站,华东,河南森源,2009-02-06,30,17,rated_current_a=1498.7,正常运行,0.5666666666666667,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,85.25,38,6,0.15789473684210525,9,3.4444444444444446,2,0.2222222222222222,0.6171268292682927,0.7744926829268293,58.81707317073171,9012.036585365855,100.0,96.78870235099855,39.057390166196576,68.94078947368422,60.0,53.28083989501313,73.83842091399298,良
EQ-0031,龙华220kV_避雷器_05,避雷器,220kV,龙华220kV变电站,华南,浙江金利华,2011-02-13,20,15,rated_voltage_kv=50.6,正常运行,0.75,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,87.01875,80,10,0.125,9,0.4444444444444444,1,0.1111111111111111,0.6401560975609757,0.7966975609756097,58.81707317073171,9012.036585365855,100.0,96.78870235099855,34.637258828306265,74.759375,80.0,33.07086614173228,73.8061851000342,良
EQ-0335,长沙星沙110kV_隔离开关_01,隔离开关,110kV,长沙星沙110kV变电站,华中,长征电气,2011-03-20,30,15,rated_current_a=1796.8,正常运行,0.5,1.0,2.7,0.0,0.0,1.0,2.7,29517.3,0.9999085365853658,87.61,40,3,0.075,10,6.3,3,0.3,0.6608853658536585,0.8306121951219513,58.81707317073171,9012.036585365855,100.0,99.3256085109852,29.433593888034494,82.555,46.00000000000001,60.629921259842526,73.7980826057882,良
EQ-0157,苏州工业园220kV_断路器_05,断路器,220kV,苏州工业园220kV变电站,华东,沈阳高开,2010-06-27,25,16,rated_current_a=1364.7; breaking_capacity_ka=49.1,正常运行,0.64,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,86.03827160493827,81,11,0.13580246913580246,10,0.3,1,0.1,0.6416000000000001,0.8008024390243903,58.81707317073171,8277.439024390244,100.0,96.78870235099855,29.011052785694908,72.64876543209877,82.0,45.19685039370079,73.77695088152359,良
EQ-0229,亦庄110kV_电容器组_01,电容器组,35kV,亦庄110kV变电站,华北,九州电气,2014-09-15,20,12,rated_capacity_mvar=34.8,带病运行,0.6,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,85.34324324324324,37,6,0.16216216216216217,9,0.3333333333333333,1,0.1111111111111111,0.6596536585365853,0.8177439024390245,58.81707317073171,9012.036585365855,100.0,96.78870235099855,30.697374894041722,68.34729729729729,80.0,49.60629921259844,73.70993996486251,良
EQ-0009,龙华220kV_断路器_04,断路器,220kV,龙华220kV变电站,华南,沈阳高开,2007-06-03,25,19,rated_current_a=3149.8; breaking_capacity_ka=43.6,带病运行,0.76,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,85.33461538461539,78,16,0.20512820512820512,9,1.1111111111111112,1,0.1111111111111111,0.5570536585365853,0.6918048780487805,58.81707317073171,7762.512195121952,100.0,96.78870235099855,44.07302731279097,61.89807692307693,80.0,31.96850393700788,73.65390786492023,良
EQ-0048,松山湖220kV_断路器_06,断路器,220kV,松山湖220kV变电站,华南,河南森源,2013-01-10,25,13,rated_current_a=3972.0; breaking_capacity_ka=50.2,正常运行,0.52,2.0,15.4,0.0,0.0,2.0,7.7,14752.3,0.9994783197831978,87.32962962962962,81,10,0.12345679012345678,10,0.0,0,0.0,0.6071024390243903,0.7594121951219512,58.81707317073171,9041.365853658537,90.9090909090909,77.22614573738134,41.66173534369171,75.1462962962963,100.0,58.425196850393704,73.61931307297115,良
EQ-0394,重庆两江220kV_GIS组合电器_03,GIS组合电器,220kV,重庆两江220kV变电站,西南,平高电气,2011-04-26,35,15,rated_current_a=3662.6; sf6_pressure_mpa=0.5,正常运行,0.42857142857142855,1.0,2.7,0.0,0.0,1.0,2.7,29517.3,0.9999085365853658,85.33536585365853,82,9,0.10975609756097561,9,5.111111111111111,2,0.2222222222222222,0.6816756097560975,0.8312195121951219,61.24634146341463,8804.170731707318,100.0,99.3256085109852,22.14053542526518,76.20426829268291,60.0,68.50393700787401,73.57426273193992,良
EQ-0187,杭州滨江110kV_断路器_03,断路器,110kV,杭州滨江110kV变电站,华东,ABB,2016-06-07,25,10,rated_current_a=3044.4; breaking_capacity_ka=42.8,检修停运,0.4,2.0,21.0,0.0,0.0,2.0,10.5,14749.5,0.9992886178861788,86.6263157894737,38,3,0.07894736842105263,12,0.0,0,0.0,0.6844146341463415,0.8383121951219513,58.81707317073171,9686.19512195122,90.9090909090909,76.04497260089181,30.925686473538587,81.47105263157896,100.0,71.65354330708661,73.50741676760431,良
EQ-0083,南沙110kV_避雷器_02,避雷器,110kV,南沙110kV变电站,华南,浙江金利华,2017-05-16,20,9,rated_voltage_kv=132.0,正常运行,0.45,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,86.0875,40,6,0.15,11,2.272727272727273,2,0.18181818181818182,0.6865658536585366,0.8384,58.81707317073171,9012.036585365855,100.0,96.78870235099855,25.99749213944628,70.54375,67.27272727272728,66.14173228346456,73.48024735370817,良
EQ-0129,临港110kV_电力变压器_01,电力变压器,110kV,临港110kV变电站,华东,保变电气,2019-05-28,30,7,rated_capacity_mva=110.8; rated_current_a=176.1,正常运行,0.23333333333333334,5.0,54.900000000000006,0.0,0.0,5.0,10.98,5893.0199999999995,0.9981402439024389,88.61714285714285,35,2,0.05714285714285714,11,3.272727272727273,2,0.18181818181818182,0.49369512195121945,0.6274317073170731,56.11463414634146,10596.317073170732,63.63636363636363,63.81298490591155,80.20417556936715,85.73714285714286,67.27272727272728,90.0262467191601,73.30299183190681,良
EQ-0323,江夏35kV_电容器组_02,电容器组,35kV,江夏35kV变电站,华中,西门子,2009-08-07,20,17,rated_capacity_mvar=31.3,正常运行,0.85,1.0,15.6,0.0,0.0,1.0,15.6,29504.4,0.9994715447154472,86.44324324324324,37,5,0.13513513513513514,10,2.4,1,0.1,0.6104390243902439,0.7636878048780488,58.81707317073171,9012.036585365855,100.0,93.89834152782231,40.72419027464214,72.95135135135135,82.0,22.047244094488207,73.2719334726444,良
EQ-0213,昆山35kV_避雷器_02,避雷器,35kV,昆山35kV变电站,华东,ABB,2008-11-25,20,18,rated_voltage_kv=185.4,正常运行,0.9,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,87.035,40,5,0.125,10,3.5,3,0.3,0.5358756097560976,0.6709634146341463,58.81707317073171,9012.036585365855,100.0,96.78870235099855,56.86766208416217,74.7675,46.00000000000001,16.535433070866162,73.19994119411876,良
EQ-0111,张江110kV_断路器_02,断路器,110kV,张江110kV变电站,华东,ABB,2011-03-07,25,15,rated_current_a=2173.2; breaking_capacity_ka=31.5,正常运行,0.6,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,87.67894736842106,38,7,0.18421052631578946,10,2.4,2,0.2,0.6183585365853658,0.7686951219512195,58.81707317073171,8756.512195121952,100.0,96.78870235099855,37.65772001148737,66.2078947368421,64.0,49.60629921259844,73.18109860428336,良
EQ-0247,通州35kV_电容器组_01,电容器组,35kV,通州35kV变电站,华北,西门子,2013-01-09,20,13,rated_capacity_mvar=25.9,正常运行,0.65,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,84.7225,40,5,0.125,9,2.5555555555555554,2,0.2222222222222222,0.6259951219512195,0.7889390243902439,58.81707317073171,9012.036585365855,100.0,96.78870235099855,36.836711934400135,73.61125,60.0,44.094488188976385,73.17621917597738,良
EQ-0245,通州35kV_隔离开关_02,隔离开关,35kV,通州35kV变电站,华北,新东北电气,2009-05-08,30,17,rated_current_a=3010.5,正常运行,0.5666666666666667,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,83.65789473684211,38,9,0.23684210526315788,9,0.7777777777777778,1,0.1111111111111111,0.6415585365853658,0.789339024390244,58.81707317073171,9012.036585365855,100.0,96.78870235099855,35.13423621150066,56.30263157894737,80.0,53.28083989501313,73.15806643884326,良
EQ-0023,龙华220kV_隔离开关_08,隔离开关,220kV,龙华220kV变电站,华南,新东北电气,2008-08-28,30,18,rated_current_a=2926.8,正常运行,0.6,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,84.66410256410256,78,17,0.21794871794871795,9,0.3333333333333333,1,0.1111111111111111,0.6450878048780487,0.7933097560975609,58.81707317073171,9012.036585365855,100.0,96.78870235099855,34.4069037618745,59.63974358974359,80.0,49.60629921259844,73.145712682296,良
EQ-0112,张江110kV_断路器_03,断路器,110kV,张江110kV变电站,华东,平高电气,2011-12-22,25,15,rated_current_a=3015.2; breaking_capacity_ka=52.5,正常运行,0.6,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,86.03684210526316,38,8,0.21052631578947367,11,5.454545454545454,3,0.2727272727272727,0.5772463414634147,0.7169146341463415,58.81707317073171,8890.219512195123,100.0,96.78870235099855,47.54655827409944,61.439473684210526,50.909090909090914,49.60629921259844,73.13451218982013,良
EQ-0212,昆山35kV_避雷器_01,避雷器,35kV,昆山35kV变电站,华东,中国西电,2008-04-12,20,18,rated_voltage_kv=170.1,正常运行,0.9,1.0,7.4,0.0,0.0,1.0,7.4,29512.6,0.9997493224932249,84.27250000000001,40,6,0.15,10,0.3,1,0.1,0.6077146341463414,0.7551219512195122,58.81707317073171,9012.036585365855,100.0,97.34823216828244,41.76946039124932,69.63625,82.0,16.535433070866162,73.12251931899299,良
EQ-0007,龙华220kV_断路器_02,断路器,220kV,龙华220kV变电站,华南,河南森源,2010-08-04,25,16,rated_current_a=2232.1; breaking_capacity_ka=31.8,正常运行,0.64,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,86.75128205128206,78,13,0.16666666666666666,10,6.4,3,0.3,0.5721121951219512,0.7169390243902439,58.81707317073171,8714.487804878048,100.0,96.78870235099855,46.871891784513004,68.37564102564103,46.00000000000001,45.19685039370079,73.10815002031855,良
EQ-0159,苏州工业园220kV_断路器_07,断路器,220kV,苏州工业园220kV变电站,华东,沈阳高开,2013-01-23,25,13,rated_current_a=3351.5; breaking_capacity_ka=42.8,正常运行,0.52,1.0,3.1,0.0,0.0,1.0,3.1,29516.9,0.9998949864498645,86.88875,80,12,0.15,9,2.5555555555555554,2,0.2222222222222222,0.6645658536585366,0.8292560975609755,58.81707317073171,8983.0,100.0,99.15732116267007,28.956579272309916,70.94437500000001,60.0,58.425196850393704,73.10695602203538,良
EQ-0155,苏州工业园220kV_断路器_03,断路器,220kV,苏州工业园220kV变电站,华东,平高电气,2008-07-27,25,18,rated_current_a=3759.7; breaking_capacity_ka=52.5,正常运行,0.72,1.0,6.6,0.0,0.0,1.0,6.6,29513.4,0.9997764227642277,85.22592592592594,81,13,0.16049382716049382,9,6.444444444444445,3,0.3333333333333333,0.526080487804878,0.6570512195121951,58.81707317073171,8162.048780487805,100.0,97.68480686491272,53.227420329121536,68.53888888888889,40.0,36.37795275590552,73.10107404773073,良
EQ-0047,松山湖220kV_断路器_05,断路器,220kV,松山湖220kV变电站,华南,西门子,2010-11-24,25,16,rated_current_a=3063.6; breaking_capacity_ka=48.1,正常运行,0.64,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,86.05432098765432,81,17,0.20987654320987653,11,3.0,2,0.18181818181818182,0.5994195121951219,0.751370731707317,58.81707317073171,8770.878048780487,100.0,96.78870235099855,41.31034556432928,61.54567901234568,67.27272727272728,45.19685039370079,73.09861920156023,良
EQ-0096,前海110kV_隔离开关_02,隔离开关,110kV,前海110kV变电站,华南,西门子,2014-07-27,30,12,rated_current_a=2287.6,备用,0.4,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,86.3625,40,10,0.25,9,4.222222222222222,3,0.3333333333333333,0.5845463414634147,0.7343682926829269,58.81707317073171,9012.036585365855,100.0,96.78870235099855,46.07684341463298,55.68125,40.0,71.65354330708661,73.09065098383498,良
EQ-0001,龙华220kV_电力变压器_01,电力变压器,220kV,龙华220kV变电站,华南,西电集团,2011-10-09,30,15,rated_capacity_mva=47.0; rated_current_a=586.4,检修停运,0.5,1.0,5.7,0.0,0.0,1.0,5.7,29514.3,0.9998069105691056,87.46075949367088,79,8,0.10126582278481013,11,7.454545454545454,5,0.45454545454545453,0.5647780487804878,0.7025853658536586,63.14146341463415,8921.707317073171,100.0,98.06345339862173,44.01319205948202,78.54050632911392,18.181818181818187,60.629921259842526,73.0775789851539,良
EQ-0436,大连开发区35kV_电容器组_02,电容器组,35kV,大连开发区35kV变电站,东北,思源电气,2008-07-22,20,18,rated_capacity_mvar=15.6,正常运行,0.9,1.0,4.3,0.0,0.0,1.0,4.3,29515.7,0.9998543360433605,85.1025641025641,39,6,0.15384615384615385,10,4.0,2,0.2,0.5774634146341463,0.707619512195122,58.81707317073171,9012.036585365855,100.0,98.65245911772469,49.18831688062819,69.47435897435898,64.0,16.535433070866162,73.04285235291105,良
EQ-0036,龙华220kV_GIS组合电器_02,GIS组合电器,220kV,龙华220kV变电站,华南,西门子,2011-02-26,35,15,rated_current_a=2393.8; sf6_pressure_mpa=0.5,正常运行,0.42857142857142855,1.0,5.9,0.0,0.0,1.0,5.9,29514.1,0.9998001355013549,86.53086419753086,81,5,0.06172839506172839,9,6.333333333333333,3,0.3333333333333333,0.6248658536585365,0.7834390243902439,64.6609756097561,8442.512195121952,100.0,97.97930972446416,24.900147334267608,84.00617283950618,40.0,68.50393700787401,73.02721103845968,良
EQ-0168,苏州工业园220kV_隔离开关_07,隔离开关,110kV,苏州工业园220kV变电站,华东,河南森源,2009-12-26,30,17,rated_current_a=2214.4,正常运行,0.5666666666666667,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,85.47368421052632,38,4,0.10526315789473684,9,4.222222222222222,2,0.2222222222222222,0.6682292682926829,0.828229268292683,58.81707317073171,9012.036585365855,100.0,96.78870235099855,28.85643871249708,76.94736842105263,60.0,53.28083989501313,72.99921746535834,良
EQ-0340,长沙星沙110kV_电容器组_02,电容器组,35kV,长沙星沙110kV变电站,华中,ABB,2014-07-13,20,12,rated_capacity_mvar=16.0,正常运行,0.6,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,87.4,37,5,0.13513513513513514,11,2.909090909090909,2,0.18181818181818182,0.6637926829268292,0.8259682926829268,58.81707317073171,9012.036585365855,100.0,96.78870235099855,29.530589750739722,73.42972972972973,67.27272727272728,49.60629921259844,72.9662205283397,良
EQ-0152,苏州工业园220kV_电力变压器_05,电力变压器,220kV,苏州工业园220kV变电站,华东,西电集团,2012-03-13,30,14,rated_capacity_mva=153.3; rated_current_a=384.4,带病运行,0.4666666666666667,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,86.62658227848101,79,9,0.11392405063291139,11,4.545454545454546,3,0.2727272727272727,0.6579170731707317,0.8118560975609755,61.49756097560976,9113.0,100.0,96.78870235099855,28.168542396670205,76.2246835443038,50.909090909090914,64.30446194225722,72.94650676631414,良
EQ-0027,龙华220kV_避雷器_01,避雷器,220kV,龙华220kV变电站,华南,ABB,2009-10-06,20,17,rated_voltage_kv=217.3,正常运行,0.85,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,86.11645569620254,79,9,0.11392405063291139,9,1.2222222222222223,1,0.1111111111111111,0.6398219512195122,0.7968048780487806,58.81707317073171,9012.036585365855,100.0,96.78870235099855,34.663616544846676,75.96962025316456,80.0,22.047244094488207,72.89063122659256,良
EQ-0094,前海110kV_断路器_05,断路器,110kV,前海110kV变电站,华南,平高电气,2014-04-25,25,12,rated_current_a=1498.2; breaking_capacity_ka=51.4,带病运行,0.48,1.0,24.0,1.0,1.0,3.0,24.0,29496.0,0.9991869918699187,85.78947368421052,38,6,0.15789473684210525,10,4.0,2,0.2,0.5431658536585365,0.675829268292683,58.81707317073171,9057.560975609756,81.81818181818181,90.36430721320464,55.975395463897016,69.21052631578948,64.0,62.83464566929135,72.78752950426335,良
EQ-0078,南沙110kV_隔离开关_03,隔离开关,110kV,南沙110kV变电站,华南,西电集团,2015-10-04,30,11,rated_current_a=1954.0,正常运行,0.36666666666666664,2.0,8.2,0.0,0.0,2.0,4.1,14755.9,0.9997222222222222,89.45,38,2,0.05263157894736842,11,1.1818181818181819,1,0.09090909090909091,0.679770731707317,0.838409756097561,58.81707317073171,9012.036585365855,90.9090909090909,78.74479691286791,26.724588975515452,86.83026315789473,83.63636363636364,75.32808398950132,72.7421341412201,良
EQ-0192,杭州滨江110kV_隔离开关_03,隔离开关,110kV,杭州滨江110kV变电站,华东,河南森源,2011-10-07,30,15,rated_current_a=1189.0,检修停运,0.5,1.0,9.6,0.0,0.0,1.0,9.6,29510.4,0.9996747967479676,85.53,40,7,0.175,10,3.9,2,0.2,0.6648536585365854,0.8223414634146342,58.81707317073171,9012.036585365855,100.0,96.42265175254924,29.735925845718548,66.515,64.0,60.629921259842526,72.67195764563782,良
EQ-0362,武侯110kV_避雷器_03,避雷器,110kV,武侯110kV变电站,西南,中国西电,2014-09-19,20,12,rated_voltage_kv=218.8,正常运行,0.6,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,84.875,40,5,0.125,9,2.7777777777777777,2,0.2222222222222222,0.6542439024390244,0.8153975609756098,58.81707317073171,9012.036585365855,100.0,96.78870235099855,31.483289129435427,73.6875,60.0,49.60629921259844,72.66815321734666,良
EQ-0289,石家庄高新35kV_隔离开关_03,隔离开关,35kV,石家庄高新35kV变电站,华北,新东北电气,2007-01-18,30,19,rated_current_a=2688.5,带病运行,0.6333333333333333,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,84.58157894736841,38,8,0.21052631578947367,10,3.7,2,0.2,0.6117414634146341,0.7636268292682927,58.81707317073171,9012.036585365855,100.0,96.78870235099855,40.590024327944,60.71184210526316,64.0,45.93175853018373,72.57569750459638,良
EQ-0282,石家庄高新35kV_电力变压器_01,电力变压器,35kV,石家庄高新35kV变电站,华北,西电集团,2010-11-02,30,16,rated_capacity_mva=177.8; rated_current_a=362.9,正常运行,0.5333333333333333,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,86.97073170731707,41,8,0.1951219512195122,10,2.3,1,0.1,0.6891,0.8534853658536585,57.78536585365853,8657.170731707318,100.0,96.78870235099855,23.445043510431724,64.21707317073171,82.0,56.955380577427825,72.5748482056386,良
EQ-0115,张江110kV_断路器_06,断路器,110kV,张江110kV变电站,华东,平高电气,2008-06-16,25,18,rated_current_a=1680.4; breaking_capacity_ka=57.0,正常运行,0.72,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,84.8425,40,8,0.2,10,4.0,2,0.2,0.5680024390243903,0.7199731707317073,58.81707317073171,8286.365853658537,100.0,96.78870235099855,44.066921897780375,62.42125,64.0,36.37795275590552,72.57210762534635,良
EQ-0414,沈阳浑南110kV_断路器_04,断路器,110kV,沈阳浑南110kV变电站,东北,西门子,2007-01-12,25,19,rated_current_a=3528.1; breaking_capacity_ka=60.6,备用,0.76,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,84.71052631578948,38,8,0.21052631578947367,9,3.2222222222222223,1,0.1111111111111111,0.5949341463414634,0.7401975609756097,58.81707317073171,8293.756097560976,100.0,96.78870235099855,39.45433234121195,60.776315789473685,80.0,31.96850393700788,72.56190470056394,良
EQ-0139,临港110kV_隔离开关_03,隔离开关,110kV,临港110kV变电站,华东,长征电气,2015-12-04,30,11,rated_current_a=1830.8,正常运行,0.36666666666666664,1.0,7.7,1.0,1.0,3.0,7.7,29512.3,0.9997391598915989,86.975,40,5,0.125,12,4.583333333333333,3,0.25,0.6040560975609757,0.7562439024390244,58.81707317073171,9012.036585365855,81.81818181818181,97.2220166570461,42.06271482012098,74.7375,55.00000000000001,75.32808398950132,72.55492514892902,良
EQ-0263,天津滨海220kV_断路器_08,断路器,220kV,天津滨海220kV变电站,华北,平高电气,2010-10-24,25,16,rated_current_a=2885.1; breaking_capacity_ka=40.3,正常运行,0.64,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,87.2921052631579,76,3,0.039473684210526314,13,7.3076923076923075,4,0.3076923076923077,0.6651219512195122,0.8266975609756096,58.81707317073171,9148.121951219513,100.0,96.78870235099855,30.270767964484747,87.725,44.61538461538461,45.19685039370079,72.5518675640052,良
EQ-0343,长沙星沙110kV_避雷器_03,避雷器,110kV,长沙星沙110kV变电站,华中,河南久盛,2012-11-26,20,14,rated_voltage_kv=48.4,带病运行,0.7,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,87.41282051282052,39,5,0.1282051282051282,9,2.4444444444444446,2,0.2222222222222222,0.6357048780487805,0.789829268292683,58.81707317073171,9012.036585365855,100.0,96.78870235099855,35.71821371395797,74.47564102564102,60.0,38.58267716535434,72.53099708337291,良
EQ-0060,松山湖220kV_避雷器_02,避雷器,220kV,松山湖220kV变电站,华南,西门子,2013-10-02,20,13,rated_voltage_kv=56.1,正常运行,0.65,1.0,6.9,0.0,0.0,1.0,6.9,29513.1,0.9997662601626016,87.56463414634146,82,6,0.07317073170731707,9,9.444444444444445,5,0.5555555555555556,0.5396414634146341,0.6793756097560976,58.81707317073171,9012.036585365855,100.0,97.55859135367636,55.72433600639726,82.80670731707318,0.0,44.094488188976385,72.48704038847335,良
EQ-0174,苏州工业园220kV_避雷器_03,避雷器,220kV,苏州工业园220kV变电站,华东,ABB,2009-12-01,20,17,rated_voltage_kv=202.2,带病运行,0.85,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,85.38250000000001,80,10,0.125,11,4.818181818181818,3,0.2727272727272727,0.5713756097560976,0.7211024390243903,58.81707317073171,9012.036585365855,100.0,96.78870235099855,48.654608149942,73.94125,50.909090909090914,22.047244094488207,72.47548310054603,良
EQ-0057,松山湖220kV_电容器组_01,电容器组,10kV,松山湖220kV变电站,华南,九州电气,2014-06-02,20,12,rated_capacity_mvar=8.2,带病运行,0.6,1.0,12.0,0.0,,1.0,8.7,29504.75,0.9995934959349594,87.05405405405405,37,4,0.10810810810810811,10,4.1,2,0.2,0.6828268292682926,0.8468560975609756,58.81707317073171,9012.036585365855,100.0,96.78870235099855,25.65429505343689,77.3108108108108,64.0,49.60629921259844,72.44585102376857,良
