设备编号,缺陷发现日期,90天内是否故障
EQ-0341,2024-10-14,0
EQ-0156,2024-10-14,1
EQ-0346,2024-10-14,0
EQ-0145,2024-10-14,0
EQ-0216,2024-10-15,0
EQ-0234,2024-10-15,0
EQ-0232,2024-10-15,0
EQ-0016,2024-10-15,0
EQ-0023,2024-10-15,0
EQ-0360,2024-10-15,0
EQ-0038,2024-10-15,0
EQ-0282,2024-10-15,0
EQ-0085,2024-10-15,0
EQ-0212,2024-10-15,0
EQ-0271,2024-10-15,1
EQ-0124,2024-10-15,0
EQ-0278,2024-10-15,0
EQ-0051,2024-10-15,1
EQ-0321,2024-10-15,0
EQ-0007,2024-10-15,0
EQ-0263,2024-10-15,0
EQ-0033,2024-10-15,0
EQ-0207,2024-10-15,0
EQ-0417,2024-10-15,0
EQ-0015,2024-10-16,0
EQ-0160,2024-10-16,0
EQ-0096,2024-10-16,0
EQ-0174,2024-10-16,0
EQ-0122,2024-10-16,0
EQ-0427,2024-10-16,1
EQ-0367,2024-10-16,0
EQ-0259,2024-10-16,0
EQ-0140,2024-10-16,0
EQ-0094,2024-10-16,0
EQ-0084,2024-10-16,0
EQ-0017,2024-10-16,0
EQ-0381,2024-10-16,0
EQ-0316,2024-10-16,0
EQ-0077,2024-10-16,0
EQ-0036,2024-10-16,0
EQ-0053,2024-10-16,0
EQ-0266,2024-10-16,0
EQ-0348,2024-10-17,0
EQ-0222,2024-10-17,0
EQ-0416,2024-10-17,0
EQ-0439,2024-10-17,0
EQ-0223,2024-10-17,0
EQ-0051,2024-10-17,1
EQ-0067,2024-10-17,0
EQ-0044,2024-10-17,0
EQ-0265,2024-10-17,0
EQ-0307,2024-10-17,0
EQ-0104,2024-10-17,0
EQ-0206,2024-10-17,0
EQ-0153,2024-10-17,0
EQ-0339,2024-10-17,0
EQ-0352,2024-10-17,0
EQ-0302,2024-10-17,1
EQ-0322,2024-10-17,0
EQ-0087,2024-10-18,0
EQ-0379,2024-10-18,0
EQ-0108,2024-10-18,0
EQ-0397,2024-10-18,0
EQ-0021,2024-10-18,0
EQ-0289,2024-10-18,0
EQ-0428,2024-10-18,0
EQ-0393,2024-10-18,0
EQ-0152,2024-10-18,0
EQ-0201,2024-10-18,0
EQ-0082,2024-10-18,0
EQ-0019,2024-10-19,0
EQ-0361,2024-10-19,0
EQ-0354,2024-10-19,0
EQ-0280,2024-10-19,0
EQ-0010,2024-10-19,0
EQ-0384,2024-10-19,0
EQ-0165,2024-10-19,0
EQ-0208,2024-10-19,0
EQ-0244,2024-10-19,0
EQ-0088,2024-10-19,0
EQ-0331,2024-10-19,0
EQ-0011,2024-10-19,1
EQ-0238,2024-10-19,0
EQ-0414,2024-10-19,0
EQ-0119,2024-10-19,0
EQ-0064,2024-10-19,0
EQ-0185,2024-10-19,0
EQ-0214,2024-10-19,1
EQ-0031,2024-10-19,0
EQ-0353,2024-10-20,0
EQ-0311,2024-10-20,0
EQ-0401,2024-10-20,0
EQ-0062,2024-10-20,0
EQ-0364,2024-10-20,0
EQ-0102,2024-10-20,0
EQ-0063,2024-10-20,0
EQ-0274,2024-10-20,0
EQ-0050,2024-10-20,0
EQ-0373,2024-10-20,0
EQ-0205,2024-10-20,0
EQ-0026,2024-10-20,0
EQ-0178,2024-10-20,0
EQ-0199,2024-10-20,1
EQ-0291,2024-10-20,1
EQ-0326,2024-10-20,0
EQ-0093,2024-10-20,0
EQ-0333,2024-10-20,0
EQ-0047,2024-10-20,0
EQ-0389,2024-10-20,0
EQ-0200,2024-10-20,0
EQ-0204,2024-10-20,0
EQ-0157,2024-10-20,0
EQ-0365,2024-10-21,0
EQ-0163,2024-10-21,0
EQ-0243,2024-10-21,0
EQ-0175,2024-10-21,0
EQ-0045,2024-10-21,0
EQ-0173,2024-10-21,0
EQ-0221,2024-10-21,0
EQ-0027,2024-10-21,0
EQ-0425,2024-10-22,0
EQ-0020,2024-10-22,0
EQ-0286,2024-10-22,1
EQ-0125,2024-10-22,0
EQ-0115,2024-10-22,0
EQ-0159,2024-10-22,0
EQ-0030,2024-10-22,0
EQ-0392,2024-10-22,0
EQ-0136,2024-10-22,0
EQ-0055,2024-10-22,0
EQ-0324,2024-10-22,0
EQ-0190,2024-10-22,0
EQ-0388,2024-10-22,0
EQ-0012,2024-10-22,0
EQ-0304,2024-10-22,0
EQ-0374,2024-10-22,0
EQ-0342,2024-10-22,0
EQ-0254,2024-10-22,0
EQ-0258,2024-10-22,0
EQ-0016,2024-10-22,0
EQ-0074,2024-10-22,0
EQ-0045,2024-10-22,0
EQ-0409,2024-10-22,0
EQ-0418,2024-10-22,0
EQ-0090,2024-10-23,1
EQ-0186,2024-10-23,0
EQ-0022,2024-10-23,0
EQ-0317,2024-10-23,0
EQ-0048,2024-10-23,0
EQ-0300,2024-10-23,0
EQ-0003,2024-10-23,0
EQ-0398,2024-10-23,0
EQ-0156,2024-10-23,1
EQ-0028,2024-10-23,0
EQ-0007,2024-10-23,0
EQ-0194,2024-10-23,0
EQ-0327,2024-10-23,0
EQ-0347,2024-10-23,0
EQ-0319,2024-10-23,0
EQ-0211,2024-10-24,0
EQ-0371,2024-10-24,0
EQ-0281,2024-10-24,0
EQ-0276,2024-10-24,0
EQ-0229,2024-10-24,0
EQ-0167,2024-10-24,0
EQ-0261,2024-10-24,0
EQ-0029,2024-10-24,0
EQ-0247,2024-10-24,0
EQ-0198,2024-10-24,0
EQ-0164,2024-10-24,0
EQ-0033,2024-10-24,0
EQ-0366,2024-10-25,0
EQ-0257,2024-10-25,0
EQ-0057,2024-10-25,0
EQ-0359,2024-10-25,0
EQ-0117,2024-10-25,0
EQ-0251,2024-10-25,0
EQ-0269,2024-10-25,0
EQ-0337,2024-10-25,0
EQ-0427,2024-10-25,1
EQ-0381,2024-10-25,0
EQ-0236,2024-10-25,0
EQ-0010,2024-10-25,0
EQ-0171,2024-10-25,0
EQ-0009,2024-10-25,0
EQ-0380,2024-10-25,0
EQ-0088,2024-10-26,0
EQ-0268,2024-10-26,0
EQ-0228,2024-10-26,0
EQ-0133,2024-10-26,0
EQ-0301,2024-10-26,0
EQ-0336,2024-10-26,0
EQ-0350,2024-10-26,0
EQ-0399,2024-10-26,0
EQ-0267,2024-10-26,0
EQ-0395,2024-10-26,0
EQ-0343,2024-10-26,0
EQ-0240,2024-10-26,0
EQ-0411,2024-10-26,0
EQ-0220,2024-10-26,0
EQ-0378,2024-10-26,0
EQ-0376,2024-10-26,0
EQ-0262,2024-10-26,0
EQ-0137,2024-10-26,0
EQ-0003,2024-10-26,0
EQ-0001,2024-10-26,0
EQ-0037,2024-10-26,0
EQ-0112,2024-10-26,0
EQ-0306,2024-10-27,0
EQ-0262,2024-10-27,0
EQ-0386,2024-10-27,0
EQ-0165,2024-10-27,0
EQ-0387,2024-10-27,0
EQ-0303,2024-10-27,0
EQ-0048,2024-10-27,0
EQ-0110,2024-10-27,0
EQ-0373,2024-10-27,0
EQ-0078,2024-10-27,0
EQ-0150,2024-10-27,0
EQ-0103,2024-10-28,0
EQ-0101,2024-10-28,0
EQ-0345,2024-10-28,0
EQ-0037,2024-10-28,0
EQ-0172,2024-10-28,0
EQ-0177,2024-10-28,1
EQ-0279,2024-10-28,0
EQ-0056,2024-10-28,0
EQ-0046,2024-10-28,0
EQ-0065,2024-10-28,0
EQ-0263,2024-10-28,0
EQ-0320,2024-10-28,0
EQ-0061,2024-10-28,0
EQ-0270,2024-10-28,0
EQ-0391,2024-10-29,0
EQ-0126,2024-10-29,0
EQ-0268,2024-10-29,0
EQ-0239,2024-10-29,0
EQ-0227,2024-10-29,0
EQ-0047,2024-10-29,0
EQ-0091,2024-10-29,0
EQ-0009,2024-10-29,0
EQ-0435,2024-10-29,1
EQ-0405,2024-10-29,0
EQ-0187,2024-10-29,0
EQ-0049,2024-10-29,0
EQ-0189,2024-10-29,0
EQ-0023,2024-10-29,0
EQ-0257,2024-10-29,0
EQ-0431,2024-10-29,0
EQ-0278,2024-10-29,0
EQ-0287,2024-10-29,1
EQ-0061,2024-10-29,0
EQ-0067,2024-10-29,0
EQ-0259,2024-10-29,0
EQ-0143,2024-10-29,0
EQ-0002,2024-10-30,0
EQ-0176,2024-10-30,0
EQ-0183,2024-10-30,0
EQ-0132,2024-10-30,0
EQ-0244,2024-10-30,0
EQ-0080,2024-10-30,0
EQ-0188,2024-10-30,0
EQ-0164,2024-10-30,0
EQ-0059,2024-10-30,0
EQ-0284,2024-10-30,0
EQ-0152,2024-10-30,0
EQ-0253,2024-10-30,0
EQ-0169,2024-10-30,0
EQ-0374,2024-10-30,0
EQ-0298,2024-10-30,0
EQ-0432,2024-10-30,0
EQ-0005,2024-10-30,1
EQ-0316,2024-10-30,0
EQ-0369,2024-10-30,0
EQ-0416,2024-10-31,0
EQ-0424,2024-10-31,0
EQ-0163,2024-10-31,0
EQ-0305,2024-10-31,0
EQ-0280,2024-10-31,0
EQ-0123,2024-10-31,0
EQ-0295,2024-10-31,0
EQ-0329,2024-10-31,0
EQ-0412,2024-10-31,0
EQ-0161,2024-10-31,0
EQ-0173,2024-10-31,0
EQ-0233,2024-10-31,0
EQ-0366,2024-10-31,0
EQ-0214,2024-10-31,1
EQ-0054,2024-10-31,0
EQ-0203,2024-10-31,0
EQ-0006,2024-10-31,0
EQ-0323,2024-10-31,0
EQ-0066,2024-10-31,0
EQ-0434,2024-11-01,0
EQ-0275,2024-11-01,0
EQ-0366,2024-11-01,0
EQ-0052,2024-11-01,0
EQ-0036,2024-11-01,0
EQ-0112,2024-11-01,0
EQ-0075,2024-11-01,0
EQ-0063,2024-11-01,1
EQ-0371,2024-11-01,0
EQ-0273,2024-11-01,0
EQ-0085,2024-11-01,0
EQ-0303,2024-11-01,0
EQ-0231,2024-11-01,0
EQ-0074,2024-11-01,0
EQ-0281,2024-11-01,0
EQ-0415,2024-11-01,0
EQ-0015,2024-11-01,0
EQ-0188,2024-11-01,0
EQ-0375,2024-11-01,0
EQ-0416,2024-11-01,0
EQ-0323,2024-11-01,0
EQ-0154,2024-11-02,0
EQ-0081,2024-11-02,0
EQ-0219,2024-11-02,0
EQ-0019,2024-11-02,0
EQ-0050,2024-11-02,0
EQ-0121,2024-11-02,0
EQ-0422,2024-11-02,0
EQ-0021,2024-11-02,0
EQ-0273,2024-11-02,0
EQ-0174,2024-11-02,0
EQ-0266,2024-11-02,0
EQ-0018,2024-11-02,0
EQ-0367,2024-11-02,0
EQ-0062,2024-11-02,0
EQ-0247,2024-11-02,0
EQ-0394,2024-11-02,0
EQ-0096,2024-11-03,0
EQ-0004,2024-11-03,0
EQ-0369,2024-11-03,0
EQ-0055,2024-11-03,0
EQ-0302,2024-11-03,0
EQ-0331,2024-11-03,0
EQ-0434,2024-11-03,0
EQ-0381,2024-11-03,0
EQ-0134,2024-11-03,0
EQ-0169,2024-11-03,0
EQ-0126,2024-11-03,0
EQ-0001,2024-11-03,0
EQ-0370,2024-11-03,0
EQ-0100,2024-11-03,0
EQ-0379,2024-11-03,0
EQ-0168,2024-11-04,0
EQ-0020,2024-11-04,0
EQ-0026,2024-11-04,0
EQ-0313,2024-11-04,0
EQ-0333,2024-11-04,0
EQ-0046,2024-11-04,0
EQ-0286,2024-11-04,1
EQ-0417,2024-11-04,0
EQ-0296,2024-11-04,0
EQ-0050,2024-11-04,0
EQ-0330,2024-11-05,0
EQ-0392,2024-11-05,0
EQ-0316,2024-11-05,0
EQ-0255,2024-11-05,0
EQ-0186,2024-11-05,0
EQ-0418,2024-11-05,0
EQ-0005,2024-11-05,1
EQ-0181,2024-11-05,0
EQ-0263,2024-11-05,0
EQ-0201,2024-11-05,0
EQ-0209,2024-11-05,0
EQ-0429,2024-11-05,0
EQ-0204,2024-11-05,0
EQ-0160,2024-11-05,0
EQ-0343,2024-11-05,0
EQ-0065,2024-11-05,0
EQ-0172,2024-11-05,0
EQ-0234,2024-11-05,0
EQ-0029,2024-11-05,0
EQ-0332,2024-11-06,0
EQ-0420,2024-11-06,0
EQ-0078,2024-11-06,0
EQ-0214,2024-11-06,1
EQ-0192,2024-11-06,0
EQ-0257,2024-11-06,0
EQ-0073,2024-11-06,0
EQ-0098,2024-11-06,0
EQ-0114,2024-11-06,0
EQ-0079,2024-11-06,0
EQ-0281,2024-11-06,0
EQ-0011,2024-11-06,0
EQ-0406,2024-11-06,0
EQ-0134,2024-11-07,0
EQ-0254,2024-11-07,0
EQ-0066,2024-11-07,0
EQ-0412,2024-11-07,0
EQ-0309,2024-11-07,0
EQ-0373,2024-11-07,0
EQ-0208,2024-11-07,0
EQ-0033,2024-11-07,0
EQ-0300,2024-11-07,0
EQ-0386,2024-11-07,0
EQ-0059,2024-11-07,0
EQ-0128,2024-11-07,0
EQ-0023,2024-11-07,0
EQ-0176,2024-11-07,0
EQ-0207,2024-11-07,0
EQ-0377,2024-11-07,0
EQ-0119,2024-11-07,0
EQ-0117,2024-11-07,0
EQ-0014,2024-11-07,0
EQ-0269,2024-11-07,0
EQ-0437,2024-11-07,0
EQ-0428,2024-11-07,0
EQ-0310,2024-11-08,0
EQ-0155,2024-11-08,0
EQ-0012,2024-11-08,0
EQ-0099,2024-11-08,0
EQ-0396,2024-11-08,0
EQ-0264,2024-11-08,0
EQ-0353,2024-11-08,0
EQ-0141,2024-11-08,0
EQ-0431,2024-11-08,0
EQ-0063,2024-11-08,1
EQ-0229,2024-11-08,0
EQ-0362,2024-11-08,0
EQ-0178,2024-11-08,0
EQ-0272,2024-11-08,0
EQ-0062,2024-11-08,0
EQ-0130,2024-11-08,0
EQ-0295,2024-11-08,0
EQ-0181,2024-11-08,0
EQ-0265,2024-11-08,0
EQ-0425,2024-11-08,0
EQ-0030,2024-11-08,0
EQ-0329,2024-11-08,0
EQ-0057,2024-11-08,0
EQ-0369,2024-11-09,0
EQ-0289,2024-11-09,0
EQ-0297,2024-11-09,0
EQ-0043,2024-11-09,0
EQ-0361,2024-11-09,0
EQ-0088,2024-11-09,0
EQ-0003,2024-11-09,0
EQ-0348,2024-11-09,0
EQ-0327,2024-11-09,0
EQ-0111,2024-11-09,0
EQ-0347,2024-11-09,0
EQ-0132,2024-11-09,0
EQ-0439,2024-11-09,0
EQ-0012,2024-11-09,0
EQ-0261,2024-11-09,0
EQ-0077,2024-11-09,0
EQ-0230,2024-11-09,0
EQ-0288,2024-11-09,0
EQ-0191,2024-11-09,0
EQ-0142,2024-11-10,0
EQ-0153,2024-11-10,0
EQ-0054,2024-11-10,0
EQ-0104,2024-11-10,0
EQ-0177,2024-11-10,1
EQ-0195,2024-11-10,0
EQ-0421,2024-11-10,0
EQ-0227,2024-11-10,0
EQ-0165,2024-11-10,0
EQ-0097,2024-11-10,0
EQ-0360,2024-11-10,0
EQ-0190,2024-11-10,0
EQ-0158,2024-11-10,0
EQ-0011,2024-11-10,0
EQ-0241,2024-11-10,0
EQ-0344,2024-11-10,0
EQ-0156,2024-11-11,1
EQ-0365,2024-11-11,0
EQ-0262,2024-11-11,0
EQ-0335,2024-11-11,0
EQ-0171,2024-11-11,0
EQ-0038,2024-11-11,0
EQ-0041,2024-11-11,0
EQ-0113,2024-11-11,0
EQ-0161,2024-11-11,0
EQ-0051,2024-11-11,1
EQ-0346,2024-11-11,0
EQ-0382,2024-11-11,0
EQ-0108,2024-11-11,0
EQ-0389,2024-11-11,0
EQ-0090,2024-11-11,1
EQ-0266,2024-11-11,0
EQ-0010,2024-11-12,0
EQ-0359,2024-11-12,0
EQ-0268,2024-11-12,0
EQ-0131,2024-11-12,0
EQ-0043,2024-11-12,0
EQ-0261,2024-11-12,0
EQ-0349,2024-11-12,0
EQ-0126,2024-11-12,0
EQ-0138,2024-11-12,1
EQ-0162,2024-11-12,0
EQ-0424,2024-11-12,0
EQ-0319,2024-11-12,0
EQ-0095,2024-11-12,1
EQ-0152,2024-11-12,0
EQ-0270,2024-11-12,0
EQ-0260,2024-11-12,0
EQ-0122,2024-11-12,0
EQ-0380,2024-11-12,0
EQ-0102,2024-11-12,0
EQ-0220,2024-11-12,0
EQ-0028,2024-11-13,0
EQ-0031,2024-11-13,0
EQ-0164,2024-11-13,0
EQ-0213,2024-11-13,0
EQ-0148,2024-11-13,0
EQ-0048,2024-11-13,0
EQ-0083,2024-11-13,0
EQ-0158,2024-11-13,0
EQ-0430,2024-11-13,0
EQ-0199,2024-11-13,1
EQ-0185,2024-11-13,0
EQ-0392,2024-11-13,0
EQ-0411,2024-11-13,0
EQ-0206,2024-11-13,0
EQ-0109,2024-11-13,1
EQ-0394,2024-11-13,0
EQ-0271,2024-11-13,1
EQ-0287,2024-11-13,1
EQ-0025,2024-11-13,0
EQ-0196,2024-11-14,0
EQ-0080,2024-11-14,0
EQ-0413,2024-11-14,0
EQ-0398,2024-11-14,0
EQ-0065,2024-11-14,0
EQ-0374,2024-11-14,0
EQ-0144,2024-11-14,0
EQ-0037,2024-11-14,0
EQ-0259,2024-11-14,0
EQ-0363,2024-11-14,0
EQ-0419,2024-11-14,0
EQ-0149,2024-11-14,0
EQ-0339,2024-11-14,0
EQ-0157,2024-11-14,0
EQ-0225,2024-11-14,0
EQ-0107,2024-11-14,0
EQ-0242,2024-11-15,0
EQ-0384,2024-11-15,0
EQ-0014,2024-11-15,0
EQ-0089,2024-11-15,0
EQ-0395,2024-11-15,0
EQ-0382,2024-11-15,0
EQ-0179,2024-11-15,1
EQ-0116,2024-11-15,0
EQ-0409,2024-11-15,0
EQ-0337,2024-11-15,0
EQ-0228,2024-11-15,0
EQ-0040,2024-11-15,0
EQ-0290,2024-11-15,0
EQ-0166,2024-11-15,0
EQ-0387,2024-11-15,0
EQ-0055,2024-11-15,0
EQ-0115,2024-11-15,0
EQ-0093,2024-11-16,0
EQ-0151,2024-11-16,0
EQ-0183,2024-11-16,0
EQ-0049,2024-11-16,0
EQ-0390,2024-11-16,0
EQ-0399,2024-11-16,0
EQ-0082,2024-11-16,0
EQ-0016,2024-11-16,0
EQ-0284,2024-11-16,0
EQ-0357,2024-11-16,0
EQ-0173,2024-11-16,0
EQ-0045,2024-11-16,0
EQ-0293,2024-11-16,0
EQ-0013,2024-11-16,0
EQ-0243,2024-11-16,0
EQ-0153,2024-11-17,0
EQ-0274,2024-11-17,0
EQ-0070,2024-11-17,0
EQ-0067,2024-11-17,0
EQ-0279,2024-11-17,0
EQ-0393,2024-11-17,0
EQ-0403,2024-11-17,0
EQ-0263,2024-11-17,0
EQ-0236,2024-11-17,0
EQ-0299,2024-11-17,0
EQ-0215,2024-11-17,0
EQ-0042,2024-11-17,0
EQ-0103,2024-11-17,0
EQ-0127,2024-11-17,0
EQ-0056,2024-11-17,0
EQ-0250,2024-11-17,0
EQ-0267,2024-11-17,0
EQ-0402,2024-11-17,0
EQ-0244,2024-11-18,0
EQ-0316,2024-11-18,0
EQ-0366,2024-11-18,0
EQ-0217,2024-11-18,0
EQ-0056,2024-11-18,0
EQ-0045,2024-11-18,0
EQ-0164,2024-11-18,0
EQ-0280,2024-11-18,0
EQ-0179,2024-11-18,1
EQ-0340,2024-11-18,0
EQ-0432,2024-11-18,0
EQ-0408,2024-11-18,0
EQ-0308,2024-11-18,0
EQ-0378,2024-11-18,0
EQ-0124,2024-11-18,0
EQ-0009,2024-11-18,0
EQ-0395,2024-11-19,0
EQ-0252,2024-11-19,0
EQ-0211,2024-11-19,0
EQ-0033,2024-11-19,0
EQ-0387,2024-11-19,0
EQ-0326,2024-11-19,0
EQ-0305,2024-11-19,0
EQ-0167,2024-11-19,0
EQ-0047,2024-11-19,0
EQ-0226,2024-11-19,0
EQ-0034,2024-11-19,0
EQ-0148,2024-11-19,0
EQ-0156,2024-11-19,0
EQ-0140,2024-11-19,0
EQ-0258,2024-11-19,0
EQ-0174,2024-11-19,0
EQ-0150,2024-11-19,0
EQ-0328,2024-11-19,0
EQ-0379,2024-11-19,0
EQ-0254,2024-11-19,0
EQ-0105,2024-11-19,0
EQ-0239,2024-11-20,0
EQ-0317,2024-11-20,0
EQ-0259,2024-11-20,0
EQ-0350,2024-11-20,0
EQ-0067,2024-11-20,0
EQ-0390,2024-11-20,0
EQ-0020,2024-11-20,0
EQ-0210,2024-11-20,1
EQ-0237,2024-11-20,0
EQ-0042,2024-11-20,0
EQ-0433,2024-11-20,0
EQ-0414,2024-11-20,0
EQ-0154,2024-11-20,0
EQ-0358,2024-11-20,0
EQ-0223,2024-11-20,0
EQ-0038,2024-11-20,0
EQ-0165,2024-11-20,0
EQ-0101,2024-11-20,0
EQ-0227,2024-11-20,0
EQ-0251,2024-11-20,0
EQ-0381,2024-11-20,0
EQ-0175,2024-11-20,0
EQ-0436,2024-11-20,0
EQ-0015,2024-11-20,0
EQ-0423,2024-11-20,0
EQ-0427,2024-11-20,0
EQ-0292,2024-11-21,0
EQ-0035,2024-11-21,0
EQ-0028,2024-11-21,0
EQ-0373,2024-11-21,0
EQ-0163,2024-11-21,0
EQ-0047,2024-11-21,0
EQ-0391,2024-11-21,0
EQ-0007,2024-11-21,0
EQ-0036,2024-11-21,0
EQ-0031,2024-11-21,0
EQ-0178,2024-11-21,0
EQ-0110,2024-11-21,0
EQ-0380,2024-11-21,0
EQ-0009,2024-11-21,0
EQ-0022,2024-11-21,0
EQ-0016,2024-11-22,0
EQ-0367,2024-11-22,0
EQ-0032,2024-11-22,0
EQ-0365,2024-11-22,0
EQ-0404,2024-11-22,1
EQ-0125,2024-11-22,0
EQ-0351,2024-11-22,0
EQ-0006,2024-11-22,0
EQ-0146,2024-11-22,0
EQ-0064,2024-11-22,0
EQ-0252,2024-11-22,0
EQ-0276,2024-11-22,0
EQ-0202,2024-11-22,0
EQ-0084,2024-11-22,0
EQ-0377,2024-11-22,0
EQ-0432,2024-11-22,0
EQ-0051,2024-11-22,0
EQ-0091,2024-11-22,0
EQ-0005,2024-11-22,1
EQ-0352,2024-11-22,0
EQ-0307,2024-11-22,0
EQ-0008,2024-11-22,0
EQ-0110,2024-11-22,0
EQ-0040,2024-11-22,0
EQ-0094,2024-11-22,0
EQ-0372,2024-11-22,0
EQ-0314,2024-11-22,0
EQ-0193,2024-11-22,0
EQ-0383,2024-11-23,0
EQ-0388,2024-11-23,0
EQ-0276,2024-11-23,0
EQ-0248,2024-11-23,0
EQ-0267,2024-11-23,0
EQ-0194,2024-11-23,0
EQ-0198,2024-11-23,0
EQ-0407,2024-11-23,0
EQ-0306,2024-11-23,0
EQ-0088,2024-11-23,0
EQ-0144,2024-11-23,0
EQ-0336,2024-11-23,0
EQ-0256,2024-11-23,0
EQ-0003,2024-11-23,0
EQ-0118,2024-11-23,0
EQ-0092,2024-11-24,0
EQ-0282,2024-11-24,0
EQ-0159,2024-11-24,0
EQ-0013,2024-11-24,0
EQ-0151,2024-11-24,0
EQ-0427,2024-11-24,0
EQ-0260,2024-11-24,1
EQ-0037,2024-11-24,0
EQ-0044,2024-11-24,0
EQ-0061,2024-11-24,0
EQ-0058,2024-11-24,0
EQ-0203,2024-11-24,0
EQ-0378,2024-11-24,0
EQ-0175,2024-11-24,0
EQ-0086,2024-11-24,1
EQ-0053,2024-11-24,0
EQ-0315,2024-11-24,0
EQ-0389,2024-11-24,0
EQ-0135,2024-11-25,1
EQ-0010,2024-11-25,0
EQ-0324,2024-11-25,0
EQ-0320,2024-11-25,0
EQ-0027,2024-11-25,0
EQ-0253,2024-11-25,0
EQ-0200,2024-11-25,0
EQ-0155,2024-11-25,0
EQ-0184,2024-11-25,0
EQ-0002,2024-11-25,0
EQ-0338,2024-11-25,0
EQ-0262,2024-11-25,1
EQ-0257,2024-11-25,0
EQ-0039,2024-11-25,0
EQ-0301,2024-11-25,0
EQ-0143,2024-11-25,0
EQ-0007,2024-11-25,0
EQ-0236,2024-11-25,0
EQ-0331,2024-11-25,0
EQ-0071,2024-11-25,0
EQ-0355,2024-11-25,0
EQ-0221,2024-11-25,0
EQ-0416,2024-11-26,0
EQ-0145,2024-11-26,0
EQ-0318,2024-11-26,0
EQ-0017,2024-11-26,0
EQ-0008,2024-11-26,0
EQ-0076,2024-11-26,0
EQ-0136,2024-11-26,0
EQ-0106,2024-11-26,0
EQ-0278,2024-11-26,0
EQ-0147,2024-11-26,0
EQ-0128,2024-11-26,0
EQ-0024,2024-11-26,0
EQ-0027,2024-11-26,0
EQ-0437,2024-11-26,0
EQ-0060,2024-11-26,0
EQ-0087,2024-11-26,0
EQ-0163,2024-11-26,0
EQ-0334,2024-11-26,0
EQ-0212,2024-11-26,0
EQ-0400,2024-11-26,0
EQ-0159,2024-11-26,0
EQ-0150,2024-11-26,0
EQ-0435,2024-11-27,0
EQ-0234,2024-11-27,0
EQ-0022,2024-11-27,0
EQ-0322,2024-11-27,0
EQ-0268,2024-11-27,0
EQ-0431,2024-11-27,0
EQ-0426,2024-11-27,0
EQ-0279,2024-11-27,0
EQ-0240,2024-11-27,0
EQ-0337,2024-11-27,0
EQ-0053,2024-11-27,0
EQ-0170,2024-11-27,0
EQ-0123,2024-11-27,0
EQ-0280,2024-11-27,0
EQ-0317,2024-11-27,0
EQ-0274,2024-11-27,0
EQ-0152,2024-11-27,0
EQ-0120,2024-11-27,0
EQ-0438,2024-11-27,0
EQ-0265,2024-11-27,0
EQ-0245,2024-11-27,0
EQ-0197,2024-11-27,0
EQ-0166,2024-11-28,0
EQ-0182,2024-11-28,0
EQ-0177,2024-11-28,0
EQ-0291,2024-11-28,0
EQ-0172,2024-11-28,0
EQ-0173,2024-11-28,0
EQ-0424,2024-11-28,0
EQ-0066,2024-11-28,0
EQ-0325,2024-11-28,0
EQ-0191,2024-11-28,0
EQ-0364,2024-11-28,0
EQ-0218,2024-11-28,0
EQ-0069,2024-11-28,0
EQ-0371,2024-11-28,0
EQ-0068,2024-11-28,0
EQ-0061,2024-11-28,0
EQ-0368,2024-11-28,0
EQ-0385,2024-11-28,0
EQ-0312,2024-11-28,0
EQ-0342,2024-11-28,0
EQ-0433,2024-11-28,0
EQ-0304,2024-11-28,0
EQ-0137,2024-11-29,0
EQ-0222,2024-11-29,0
EQ-0294,2024-11-29,0
EQ-0374,2024-11-29,0
EQ-0321,2024-11-29,0
EQ-0157,2024-11-29,0
EQ-0069,2024-11-29,0
EQ-0002,2024-11-29,0
EQ-0235,2024-11-29,0
EQ-0397,2024-11-29,0
EQ-0139,2024-11-29,0
EQ-0341,2024-11-29,0
EQ-0205,2024-11-29,0
EQ-0001,2024-11-29,0
EQ-0052,2024-11-29,0
EQ-0402,2024-11-29,0
EQ-0256,2024-11-29,0
EQ-0023,2024-11-29,0
EQ-0072,2024-11-29,0
EQ-0201,2024-11-29,0
EQ-0388,2024-11-30,0
EQ-0391,2024-11-30,0
EQ-0285,2024-11-30,0
EQ-0278,2024-11-30,0
EQ-0046,2024-11-30,1
EQ-0048,2024-11-30,0
EQ-0162,2024-11-30,0
EQ-0187,2024-11-30,0
EQ-0214,2024-11-30,0
EQ-0233,2024-11-30,0
EQ-0410,2024-11-30,0
EQ-0203,2024-11-30,0
EQ-0180,2024-11-30,0
EQ-0311,2024-11-30,0
EQ-0189,2024-11-30,0
EQ-0405,2024-11-30,0
EQ-0328,2024-12-01,0
EQ-0312,2024-12-01,0
EQ-0194,2024-12-01,0
EQ-0319,2024-12-01,0
EQ-0395,2024-12-01,0
EQ-0018,2024-12-01,0
EQ-0254,2024-12-01,0
EQ-0150,2024-12-01,0
EQ-0393,2024-12-01,0
EQ-0104,2024-12-01,0
EQ-0415,2024-12-01,0
EQ-0422,2024-12-01,0
EQ-0273,2024-12-01,0
EQ-0397,2024-12-01,0
EQ-0131,2024-12-01,0
EQ-0175,2024-12-01,0
EQ-0320,2024-12-02,0
EQ-0113,2024-12-02,0
EQ-0019,2024-12-02,0
EQ-0271,2024-12-02,1
EQ-0355,2024-12-02,0
EQ-0163,2024-12-02,0
